age,Medu,Fedu,traveltime,studytime,failures,famrel,freetime,goout,Dalc,Walc,health,absences,parent_edu_avg,study_freetime_ratio,alcohol_index,high_absences,has_prior_failures,school_MS,sex_M,address_U,famsize_LE3,Pstatus_T,Mjob_health,Mjob_other,Mjob_services,Mjob_teacher,Fjob_health,Fjob_other,Fjob_services,Fjob_teacher,reason_home,reason_other,reason_reputation,guardian_mother,guardian_other,schoolsup_yes,famsup_yes,paid_yes,activities_yes,nursery_yes,higher_yes,internet_yes,romantic_yes,At_Risk
-0.5294111246949488,1.1691529595312633,1.333832107780744,-0.635701184722968,1.202929879087654,-0.446388008777526,0.01775652825570375,0.7051628014224678,-0.10246084488278229,-0.5279522558382251,-1.0042421447095675,0.3380614843584926,-0.7586440503847741,1.3907987989173132,0.2118957825964347,-0.7723602614704947,-0.4791367074601962,-0.5138093031466052,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0
-0.5294111246949488,1.1691529595312633,0.4175474424357113,-0.635701184722968,1.202929879087654,-0.446388008777526,-1.1044560575047673,0.7051628014224678,0.7726101546566543,0.599297155275823,1.3008947879409654,0.3380614843584926,-0.4922756949163423,0.8785698706447365,0.2118957825964347,0.9420230519850857,-0.4791367074601962,-0.5138093031466052,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1
-0.5294111246949488,-0.6873914385183809,-1.4150218882543542,2.1543206815611695,-1.2105675291136073,-0.446388008777526,0.01775652825570375,-0.27647352126255365,-0.10246084488278229,-0.5279522558382251,-1.0042421447095675,0.3380614843584926,0.04046101602052127,-1.170345842445571,-0.8445186370797162,-0.7723602614704947,-0.4791367074601962,-0.5138093031466052,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0
-0.5294111246949488,-0.6873914385183809,-0.49873722290932143,-0.635701184722968,-0.0038188250129766992,0.8843536022950986,-1.1044560575047673,-2.2397461666325964,-0.9775318444222187,-0.5279522558382251,-1.0042421447095675,1.055024095481202,0.04046101602052127,-0.6581169141729942,2.060621017029699,-0.7723602614704947,-0.4791367074601962,1.9462473604038075,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0
-1.311158392936087,0.24088076050644122,-0.49873722290932143,-0.635701184722968,-0.0038188250129766992,-0.446388008777526,0.01775652825570375,-1.258109843947575,-0.9775318444222187,-0.5279522558382251,-1.0042421447095675,-1.8128263490096355,-0.7586440503847741,-0.14588798590041732,0.5816408294830877,-0.7723602614704947,-0.4791367074601962,-0.5138093031466052,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0
-1.311158392936087,1.1691529595312633,1.333832107780744,-0.635701184722968,-1.2105675291136073,-0.446388008777526,-1.1044560575047673,-0.27647352126255365,0.7726101546566543,0.599297155275823,0.5325158103907878,1.055024095481202,-0.7586440503847741,1.3907987989173132,-0.8445186370797162,0.6303169949931616,-0.4791367074601962,-0.5138093031466052,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0
-0.5294111246949488,1.1691529595312633,0.4175474424357113,-0.635701184722968,-0.0038188250129766992,-0.446388008777526,-1.1044560575047673,0.7051628014224678,-0.10246084488278229,0.599297155275823,0.5325158103907878,-0.3789011267642168,0.5731977269573849,0.8785698706447365,-0.4043459622146533,0.6303169949931616,-0.4791367074601962,-0.5138093031466052,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1
1.0340834117873277,-0.6873914385183809,-1.4150218882543542,0.7593097484191007,1.202929879087654,-0.446388008777526,0.01775652825570375,0.7051628014224678,0.7726101546566543,-0.5279522558382251,-1.0042421447095675,-0.3789011267642168,-0.7586440503847741,-1.170345842445571,0.2118957825964347,-0.7723602614704947,-0.4791367074601962,-0.5138093031466052,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1
1.0340834117873277,-1.615663637543203,0.4175474424357113,-0.635701184722968,-1.2105675291136073,0.8843536022950986,0.01775652825570375,-0.27647352126255365,-0.10246084488278229,0.599297155275823,0.5325158103907878,-0.3789011267642168,0.17364519375473716,-0.6581169141729942,-0.8445186370797162,0.6303169949931616,-0.4791367074601962,1.9462473604038075,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1
0.25233614354618944,-1.615663637543203,-1.4150218882543542,-0.635701184722968,1.202929879087654,0.8843536022950986,0.01775652825570375,-0.27647352126255365,0.7726101546566543,-0.5279522558382251,-1.0042421447095675,1.055024095481202,-0.7586440503847741,-1.682574770718148,0.7401029924345102,-0.7723602614704947,-0.4791367074601962,1.9462473604038075,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1
